DrugID;TradeNmR;InnR;PackNx;DosageR;PackQn;Pack;DrugFmNmRS;Segment;Year;Month;Series;TotDrugQn;MnfPrice;PrcPrice;RtlPrice;Funds;VendorID;Remark;SrcOrg;EAN;MaxMnfPrice;ExpiTermR;ClNm;MnfNm;PckNm;RegNr;RegDate
67433;Бетагистин;Бетагистин;100007860;24 мг;20;10 шт., упаковка контурная ячейковая  (2), пачка картонная;таблетка;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,66E+12;198.650000;;Здоровье Центр новых технологий ЗАО;Рафарма ЗАО;Рафарма ЗАО;ЛП-000732;
67434;Глюкоза;Декстроза;100007861;100 мг/мл;15;400 мл, бутылка для крови и инфузионных растворов (15);раствор для инфузий;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,66E+12;415.230000;;Алиум ПФК ООО;Алиум ПФК ООО;Алиум ПФК ООО;Р N002661/01-2003;
67436;Бетагистин;Бетагистин;100007863;24 мг;30;10 шт., упаковка контурная ячейковая  (3), пачка картонная;таблетка;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,66E+12;230.000000;;Здоровье Центр новых технологий ЗАО;Рафарма ЗАО;Рафарма ЗАО;ЛП-000732;
67437;Габриглобин-IgG;Иммуноглобулин человека нормальный;100007864;~;1;25 мл, бутылка для крови и инфузионных растворов;раствор для инфузий;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,61E+12;2138.400000;;Иммуно-Гем ЗАО;Тамбовская областная станция переливания крови ГУЗ;Тамбовская областная станция переливания крови ГУЗ;ЛС-000412;
67440;Аксастрол;Анастрозол;100007867;1 мг;28;14 шт., упаковка контурная ячейковая  (2), пачка картонная;таблетка покрытая пленочной оболочкой;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,75E+12;4000.100000;;Гриндекс АО;Ремедика Лтд;Ремедика Лтд;ЛП-001096;
67441;Глюкоза;Декстроза;100007868;100 мг/мл;1;400 мл, бутылка для крови и инфузионных растворов;раствор для инфузий;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,66E+12;27.850000;;Алиум ПФК ООО;Алиум ПФК ООО;Алиум ПФК ООО;Р N002661/01-2003;
67442;Габриглобин-IgG;Иммуноглобулин человека нормальный;100007869;~;1;25 мл, бутылка для крови и инфузионных растворов;раствор для инфузий;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,61E+12;2138.400000;;Иммуно-Гем ЗАО;Самарская областная клиническая станция переливания крови ГУЗ;Самарская областная клиническая станция переливания крови ГУЗ;ЛС-000412;
67443;Глюкоза;Декстроза;100007870;100 мг/мл;36;200 мл, бутылка для крови и инфузионных растворов (36);раствор для инфузий;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,66E+12;829.970000;;Алиум ПФК ООО;Алиум ПФК ООО;Алиум ПФК ООО;Р N002661/01-2003;
67444;Габриглобин-IgG;Иммуноглобулин человека нормальный;698138;~;1;50 мл, бутылка для крови и инфузионных растворов;раствор для инфузий;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,61E+12;3747.600000;;Иммуно-Гем ЗАО;Самарская областная клиническая станция переливания крови ГУЗ;Самарская областная клиническая станция переливания крови ГУЗ;ЛС-000412;
67445;Бетагистин;Бетагистин;100007872;8 мг;30;10 шт., упаковка контурная ячейковая  (3), пачка картонная;таблетка;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,66E+12;129.980000;;Здоровье Центр новых технологий ЗАО;Рафарма ЗАО;Рафарма ЗАО;ЛП-000732;
67447;Глюкоза;Декстроза;100007874;50 мг/мл;36;200 мл, бутылка для крови и инфузионных растворов (36);раствор для инфузий;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,66E+12;830.430000;;Алиум ПФК ООО;Алиум ПФК ООО;Алиум ПФК ООО;Р N002661/01-2003;
67448;Бенарин;Будесонид;100007875;0.05%;1;5 мл, флакон-капельница;капли назальные;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;350.000000;;Пульмомед ЗАО;Пульмомед ЗАО;Пульмомед ЗАО;Р N002836/01;
67449;Длянос;Ксилометазолин;100007876;0.1%;1;15 мл, флакон пластиковый с распылителем;спрей назальный;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,61E+12;83.000000;;Сандоз Пвт.Лтд;Сандоз Пвт.Лтд;Сандоз Пвт.Лтд;П N013788/01;
67450;Гептавир-150;Ламивудин;100007877;150 мг;60;60 шт., банка полимерная, пачка картонная;таблетка покрытая пленочной оболочкой;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;8,90E+12;1550.000000;;Хетеро Драгс Лтд;Хетеро Драгс Лтд;Хетеро Драгс Лтд;ЛП-001541;
67451;Левофлоксацин-Тева;Левофлоксацин;100007878;5 мг/мл;1;100 мл, флакон ;раствор для инфузий;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;6,00E+12;770.000000;;Тева Фармацевтические Предприятия Лтд;Тева Прайвэт фармацевтический завод Ко.Лтд;Тева Прайвэт фармацевтический завод Ко.Лтд;ЛП-001219;
67453;Омнитроп;Соматропин;100007880;6.7 мг/мл;1;1.5 мл, картридж со шток-поршнем и колпачком;раствор для подкожного введения;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;9,00E+12;5963.670000;;Сандоз ГмбХ;Сандоз ГмбХ;Сандоз ГмбХ;ЛП-001262;
67454;Омнитроп;Соматропин;100007881;6.7 мг/мл;5;1.5 мл, картридж со шток-поршнем и колпачком (5);раствор для подкожного введения;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;9,00E+12;29818.350000;;Сандоз ГмбХ;Сандоз ГмбХ;Сандоз ГмбХ;ЛП-001262;
67455;Омнитроп;Соматропин;100007882;3.3 мг/мл;1;1.5 мл, картридж со шток-поршнем и колпачком;раствор для подкожного введения;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;9,00E+12;2981.840000;;Сандоз ГмбХ;Сандоз ГмбХ;Сандоз ГмбХ;ЛП-001262;
67456;Омнитроп;Соматропин;100007883;3.3 мг/мл;5;1.5 мл, картридж со шток-поршнем и колпачком (5);раствор для подкожного введения;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;9,00E+12;14909.180000;;Сандоз ГмбХ;Сандоз ГмбХ;Сандоз ГмбХ;ЛП-001262;
67457;Флуконазол;Флуконазол;100007884;150 мг;1;1 шт., упаковка контурная ячейковая , пачка картонная;капсула;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,61E+12;17.050000;;Производство медикаментов ООО;Производство медикаментов ООО;Производство медикаментов ООО;ЛП-000771;
67458;Флуконазол;Флуконазол;100007885;50 мг;7;7 шт., упаковка контурная ячейковая , пачка картонная;капсула;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,61E+12;26.320000;;Производство Медикаментов ООО;Производство Медикаментов ООО;Производство Медикаментов ООО;ЛП-000771;
67459;Тамифлю;Осельтамивир;100007886;75 мг;10;10 шт., упаковка контурная ячейковая , пачка картонная;капсула;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;851.740000;;Ф.Хоффманн-Ля Рош Лтд;Сенекси САС;Фармстандарт-Лексредства ОАО;П N012090/01;
67460;Вудистав;Ставудин;100007887;40 мг;60;60 шт., флакон полиэтиленовый, пачка картонная;капсула;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;2100.000000;;Ранбакси Лабораториз Лтд;Ранбакси Лабораториз Лтд;Ранбакси Лабораториз Лтд;ЛП-001195;
67461;Вудистав;Ставудин;100007888;40 мг;30;10 шт., упаковка контурная ячейковая [ПВХ/фольга алюминиевая]  (3), пачка картонная;капсула;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;1110.000000;;Ранбакси Лабораториз Лтд;Ранбакси Лабораториз Лтд;Ранбакси Лабораториз Лтд;ЛП-001195;
67462;Вудистав;Ставудин;100007889;30 мг;60;10 шт., упаковка контурная ячейковая [ПВХ/фольга алюминиевая]  (6), пачка картонная;капсула;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;447.000000;;Ранбакси Лабораториз Лтд;Ранбакси Лабораториз Лтд;Ранбакси Лабораториз Лтд;ЛП-001195;
67463;Неосмектин;Смектит диоктаэдрический;100007890;3 г;30;пакетик [материал комбинированный]  (30), пачка картонная;порошок для приготовления суспензии для приема внутрь [ванильный];;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;270.000000;;Фармстандарт-Лексредства ОАО;Фармстандарт-Лексредства ОАО;Фармстандарт-Лексредства ОАО;ЛС-000472;
67464;Неосмектин;Смектит диоктаэдрический;100007891;3 г;3;пакетик [материал комбинированный]  (3), пачка картонная;порошок для приготовления суспензии для приема внутрь [малиновый];;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;27.830000;;Фармстандарт-Лексредства ОАО;Фармстандарт-Лексредства ОАО;Фармстандарт-Лексредства ОАО;ЛС-000472;
67465;Неосмектин;Смектит диоктаэдрический;100007892;3 г;3;пакетик [материал комбинированный]  (3), пачка картонная;порошок для приготовления суспензии для приема внутрь [ванильный];;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;27.830000;;Фармстандарт-Лексредства ОАО;Фармстандарт-Лексредства ОАО;Фармстандарт-Лексредства ОАО;ЛС-000472;
67466;Эутирокс;Левотироксин натрия;100007893;88 мкг;100;25 шт., упаковка контурная ячейковая  (4), пачка картонная;таблетка;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,03E+12;97.780000;;Мерк КГаА;Мерк КГаА;Мерк КГаА;ЛП-000910;
67467;Эутирокс;Левотироксин натрия;100007894;0.112 мг;100;25 шт., упаковка контурная ячейковая  (4), пачка картонная;таблетка;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,03E+12;117.140000;;Мерк КГаА;Мерк КГаА;Мерк КГаА;ЛП-000910;
67468;Вудистав;Ставудин;100007895;30 мг;30;10 шт., упаковка контурная ячейковая [ПВХ/фольга алюминиевая]  (3), пачка картонная;капсула;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;235.000000;;Ранбакси Лабораториз Лтд;Ранбакси Лабораториз Лтд;Ранбакси Лабораториз Лтд;ЛП-001195;
67469;Неосмектин;Смектит диоктаэдрический;100007896;3 г;3;пакетик [материал комбинированный]  (3), пачка картонная;порошок для приготовления суспензии для приема внутрь [лимонный];;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;27.830000;;Фармстандарт-Лексредства ОАО;Фармстандарт-Лексредства ОАО;Фармстандарт-Лексредства ОАО;ЛС-000472;
67470;Вудистав;Ставудин;100007897;40 мг;60;10 шт., упаковка контурная ячейковая [ПВХ/фольга алюминиевая]  (6), пачка картонная;капсула;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;2100.000000;;Ранбакси Лабораториз Лтд;Ранбакси Лабораториз Лтд;Ранбакси Лабораториз Лтд;ЛП-001195;
67471;Неосмектин;Смектит диоктаэдрический;100007898;3 г;10;пакетик [материал комбинированный]  (10), пачка картонная;порошок для приготовления суспензии для приема внутрь [апельсиновый];;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;84.760000;;Фармстандарт-Лексредства ОАО;Фармстандарт-Лексредства ОАО;Фармстандарт-Лексредства ОАО;ЛС-000472;
67472;Эутирокс;Левотироксин натрия;100007899;0.137 мг;100;25 шт., упаковка контурная ячейковая  (4), пачка картонная;таблетка;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,03E+12;122.100000;;Мерк КГаА;Мерк КГаА;Мерк КГаА;ЛП-000910;
67473;Неосмектин;Смектит диоктаэдрический;100007900;3 г;10;пакетик [материал комбинированный]  (10), пачка картонная;порошок для приготовления суспензии для приема внутрь [малиновый];;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;84.760000;;Фармстандарт-Лексредства ОАО;Фармстандарт-Лексредства ОАО;Фармстандарт-Лексредства ОАО;ЛС-000472;
67474;Неосмектин;Смектит диоктаэдрический;100007901;3 г;10;пакетик [материал комбинированный]  (10), пачка картонная;порошок для приготовления суспензии для приема внутрь [лимонный];;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;84.760000;;Фармстандарт-Лексредства ОАО;Фармстандарт-Лексредства ОАО;Фармстандарт-Лексредства ОАО;ЛС-000472;
67475;Неосмектин;Смектит диоктаэдрический;100007902;3 г;3;пакетик [материал комбинированный]  (3), пачка картонная;порошок для приготовления суспензии для приема внутрь [апельсиновый];;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;27.830000;;Фармстандарт-Лексредства ОАО;Фармстандарт-Лексредства ОАО;Фармстандарт-Лексредства ОАО;ЛС-000472;
67476;Неосмектин;Смектит диоктаэдрический;100007903;3 г;10;пакетик [материал комбинированный]  (10), пачка картонная;порошок для приготовления суспензии для приема внутрь [ванильный];;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;84.760000;;Фармстандарт-Лексредства ОАО;Фармстандарт-Лексредства ОАО;Фармстандарт-Лексредства ОАО;ЛС-000472;
67477;Циклосерин;Циклосерин;100007904;250 мг;50;10 шт., упаковка контурная безъячейковая (5), пачка картонная;капсула;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;8,90E+12;2365.250000;;Роутек Лтд;Белко Фарма;Белко Фарма;ЛП-000921;
67478;Глюкоза;Декстроза;100007905;50 мг/мл;1;1000 мл, 1 л, контейнер полимерный;раствор для инфузий;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,64E+12;44.800000;;Краснодарский завод инфузионных растворов Стеритек ООО;Краснодарский завод инфузионных растворов Стеритек ООО;Краснодарский завод инфузионных растворов Стеритек ООО;ЛП-000925;
67479;Циклосерин;Циклосерин;100007906;250 мг;100;10 шт., упаковка контурная безъячейковая (10), пачка картонная;капсула;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;8,90E+12;4730.510000;;Роутек Лтд;Белко Фарма;Белко Фарма;ЛП-000921;
67480;Глюкоза;Декстроза;100007907;100 мг/мл;1;1000 мл, 1 л, контейнер полимерный;раствор для инфузий;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,64E+12;52.500000;;Краснодарский завод инфузионных растворов Стеритек ООО;Краснодарский завод инфузионных растворов Стеритек ООО;Краснодарский завод инфузионных растворов Стеритек ООО;ЛП-000925;
67481;Глюкоза;Декстроза;100007908;50 мг/мл;1;500 мл, контейнер полимерный;раствор для инфузий;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,64E+12;35.100000;;Краснодарский завод инфузионных растворов Стеритек ООО;Краснодарский завод инфузионных растворов Стеритек ООО;Краснодарский завод инфузионных растворов Стеритек ООО;ЛП-000925;
67482;Зетамакс ретард;Азитромицин;100007909;2 г;1;флакон , пачка картонная;порошок для приготовления суспензии пролонгированного действия для приема внутрь;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,03E+12;418.430000;;Пфайзер Фармасьютикалс ЭлЭлСи;Пфайзер Фармасьютикалс ЭлЭлСи;Пфайзер Фармасьютикалс ЭлЭлСи;ЛС-001823;
67483;Ладеф;Цефепим;100007910;500 мг;1;1 шт., флакон , пачка картонная;порошок для приготовления раствора для внутривенного и внутримышечного введения;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;8,90E+12;235.370000;;Протекх Биосистемс Пвт.Лтд;Протекх Биосистемс Пвт.Лтд;Протекх Биосистемс Пвт.Лтд;ЛП-000961;
67484;Глюкоза;Декстроза;100007911;100 мг/мл;1;250 мл, контейнер полимерный;раствор для инфузий;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,64E+12;27.000000;;Краснодарский завод инфузионных растворов Стеритек ООО;Краснодарский завод инфузионных растворов Стеритек ООО;Краснодарский завод инфузионных растворов Стеритек ООО;ЛП-000925;
67485;Блеомицетина гидрохлорид;Блеомицин;100007912;5 мг;10;ампула  (10), пачка картонная;лиофилизат для приготовления раствора для инъекций;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;4320.000000;;Санкт-Петербургский НИИ вакцин и сывороток и предприятие по производству бактерийных препаратов ФГУП;Санкт-Петербургский НИИ вакцин и сывороток и предприятие по производству бактерийных препаратов ФГУП;Санкт-Петербургский НИИ вакцин и сывороток и предприятие по производству бактерийных препаратов ФГУП;ЛП-001113;
67486;Глюкоза;Декстроза;100007913;50 мг/мл;1;250 мл, контейнер полимерный;раствор для инфузий;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,64E+12;24.330000;;Краснодарский завод инфузионных растворов Стеритек ООО;Краснодарский завод инфузионных растворов Стеритек ООО;Краснодарский завод инфузионных растворов Стеритек ООО;ЛП-000925;
67487;Циклосерин;Циклосерин;100007914;250 мг;10;10 шт., упаковка контурная безъячейковая, пачка картонная;капсула;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;8,90E+12;473.050000;;Роутек Лтд;Белко Фарма;Белко Фарма;ЛП-000921;
67488;Ладеф;Цефепим;100007915;2 г;1;1 шт., флакон , пачка картонная;порошок для приготовления раствора для внутривенного и внутримышечного введения;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;8,90E+12;606.030000;;Протекх Биосистемс Пвт.Лтд;Протекх Биосистемс Пвт.Лтд;Протекх Биосистемс Пвт.Лтд;ЛП-000961;
67489;Глюкоза;Декстроза;100007916;100 мг/мл;1;500 мл, контейнер полимерный;раствор для инфузий;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,64E+12;36.700000;;Краснодарский завод инфузионных растворов Стеритек ООО;Краснодарский завод инфузионных растворов Стеритек ООО;Краснодарский завод инфузионных растворов Стеритек ООО;ЛП-000925;
67490;Глюкоза;Декстроза;100007917;50 мг/мл;1;100 мл, контейнер полимерный;раствор для инфузий;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,64E+12;20.050000;;Краснодарский завод инфузионных растворов Стеритек ООО;Краснодарский завод инфузионных растворов Стеритек ООО;Краснодарский завод инфузионных растворов Стеритек ООО;ЛП-000925;
67491;Флавамед;Амброксол;100007918;15 мг|5 мл;1;100 мл /комплект: ложка мерная/, флакон темного стекла;раствор для приема внутрь;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,01E+12;149.350000;;Берлин-Хеми/Менарини Фарма ГмбХ;Берлин-Хеми АГ;Берлин-Хеми АГ;ЛСР-007251/08;
67492;Глюкоза;Декстроза;100007919;100 мг/мл;1;100 мл, контейнер полимерный;раствор для инфузий;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,64E+12;21.780000;;Краснодарский завод инфузионных растворов Стеритек ООО;Краснодарский завод инфузионных растворов Стеритек ООО;Краснодарский завод инфузионных растворов Стеритек ООО;ЛП-000925;
67493;Локоид;Гидрокортизон;100007920;0.1%;1;30 г, туба;крем для наружного применения;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,61E+12;233.260000;;Астеллас Фарма Юроп БВ;Теммлер Италиа СрЛ;Теммлер Италиа СрЛ;ЛП-001411;
67494;Ладеф;Цефепим;100007921;1 г;1;1 шт., флакон , пачка картонная;порошок для приготовления раствора для внутривенного и внутримышечного введения;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;8,90E+12;356.900000;;Протекх Биосистемс Пвт.Лтд;Протекх Биосистемс Пвт.Лтд;Протекх Биосистемс Пвт.Лтд;ЛП-000961;
67495;Рифампицин;Рифампицин;100007922;150 мг;10;ампула  (10), пачка картонная;лиофилизат для приготовления раствора для инфузий;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,81E+12;538.000000;;Омела ООО;Белмедпрепараты РУП;Белмедпрепараты РУП;ЛП-000741;
67498;Стаг;Ставудин;675530;40 мг;56;14 шт., упаковка контурная ячейковая  (4), пачка картонная;капсула;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,61E+12;2400.000000;;Диалогфарма ООО;Макиз-Фарма ЗАО;Макиз-Фарма ЗАО;ЛС-001125;
67499;Стаг;Ставудин;675329;30 мг;56;14 шт., упаковка контурная ячейковая  (4), пачка картонная;капсула;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,61E+12;1800.000000;;Диалогфарма ООО;Макиз-Фарма ЗАО;Макиз-Фарма ЗАО;ЛС-001125;
67500;Микомакс;Флуконазол;628312;150 мг;1;1 шт., упаковка контурная ячейковая , пачка картонная;капсула;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;8,59E+12;163.150000;;Зентива к.с.;Зентива к.с.;Зентива к.с.;П N013252/01;
67502;Аргеферр;Железа [III] гидроксид сахарозный комплекс;100007925;20 мг/мл;25;5 мл, ампула темного стекла  (25);раствор для внутривенного введения;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;7,80E+12;17115.000000;;Генфа Медика СА;П.Л.Риверо и Сиа СА;П.Л.Риверо и Сиа СА;ЛСР-008788/10;
67506;Бериате;Фактор свертывания крови VIII;100007929;250 МЕ;1;флакон  /комплект: растворитель - вода для инъекций (флакон) 2.5 мл, устройство с фильтром, комплект для внутривенного введения - шприц одноразовый, игла-бабочка, салфетка дезинфицирующая-2 шт., лейкопластырь/, коробка картонная;лиофилизат для приготовления раствора для внутривенного введения;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,05E+12;4212.000000;;СиЭсЭл Беринг ГмбХ;СиЭсЭл Беринг ГмбХ;СиЭсЭл Беринг ГмбХ;ЛСР-007364/09;
67507;Цимевен;Ганцикловир;100007930;500 мг;1;флакон , пачка картонная;лиофилизат для приготовления раствора для инфузий;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;1379.060000;;Ф.Хоффманн-Ля Рош Лтд;Ф.Хоффманн-Ля Рош Лтд;Ф.Хоффманн-Ля Рош Лтд;П N011681/01;
67508;Тутабин;Капецитабин;100007931;500 мг;120;10 шт., упаковка контурная ячейковая  (12), пачка картонная;таблетка покрытая пленочной оболочкой;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;7,79E+12;10888.210000;;Лаборатория Тютор САСИФИА;Лаборатория Варифарма СА;Лаборатория Тютор САСИФИА;ЛСР-008789/10;
67509;Ксимелин;Ксилометазолин;100007932;0.05%;1;10 мл, флакон-капельница полиэтиленовая;капли назальные;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;5,70E+12;59.800000;;Никомед Дания АпС;Никомед Дания АпС;Никомед Фарма АС;П N015643/01;
67510;Ксимелин;Ксилометазолин;100007933;0.1%;1;10 мл, флакон-капельница полиэтиленовая;капли назальные;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;5,70E+12;59.800000;;Никомед Дания АпС;Никомед Дания АпС;Никомед Фарма АС;П N015643/01;
67511;Бериате;Фактор свертывания крови VIII;100007934;500 МЕ;1;флакон  /комплект: растворитель - вода для инъекций (флакон) 5 мл, устройство с фильтром, комплект для внутривенного введения - шприц одноразовый, игла-бабочка, салфетка дезинфицирующая-2 шт., лейкопластырь/, коробка картонная;лиофилизат для приготовления раствора для внутривенного введения;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,05E+12;4145.440000;;СиЭсЭл Беринг ГмбХ;СиЭсЭл Беринг ГмбХ;СиЭсЭл Беринг ГмбХ;ЛСР-007364/09;
67512;Бериате;Фактор свертывания крови VIII;100007935;1 тыс.МЕ;1;флакон  /комплект: растворитель - вода для инъекций (флакон) 10 мл, устройство с фильтром, комплект для внутривенного введения - шприц одноразовый, игла-бабочка, салфетка дезинфицирующая-2 шт., лейкопластырь/, коробка картонная;лиофилизат для приготовления раствора для внутривенного введения;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,05E+12;8295.080000;;СиЭсЭл Беринг ГмбХ;СиЭсЭл Беринг ГмбХ;СиЭсЭл Беринг ГмбХ;ЛСР-007364/09;
67517;Имодиум;Лоперамид;100007940;2 мг;6;6 шт., упаковка контурная ячейковая , пачка картонная;таблетка для рассасывания;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;124.070000;;Джонсон & Джонсон ООО;Каталент ЮК Суиндон Зайдис Лтд;Янссен-Силаг СпА;П N016140/01;
67521;Наклофен Дуо;Диклофенак;100007944;75 мг;20;10 шт., упаковка контурная ячейковая  (2), пачка картонная;капсула с модифицированным высвобождением;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;3,84E+12;83.800000;;КРКА д.д., Ново место;КРКА д.д., Ново место;КРКА д.д., Ново место;П N014288/01;
67529;Парацетамол;Парацетамол;100007952;500 мг;10;10 шт., упаковка контурная ячейковая ;таблетка;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;4.500000;;Ирбитский химико-фармацевтический завод ОАО;Ирбитский химико-фармацевтический завод ОАО;Ирбитский химико-фармацевтический завод ОАО;ЛСР-009047/08;
67530;Парацетамол;Парацетамол;100007953;500 мг;10;10 шт., упаковка контурная безъячейковая;таблетка;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;2.800000;;Ирбитский химико-фармацевтический завод ОАО;Ирбитский химико-фармацевтический завод ОАО;Ирбитский химико-фармацевтический завод ОАО;ЛСР-009047/08;
67531;Парацетамол;Парацетамол;100007954;200 мг;9000;10 шт., упаковка контурная безъячейковая (900), ящик картонный;таблетка;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;1989.000000;;Ирбитский химико-фармацевтический завод ОАО;Ирбитский химико-фармацевтический завод ОАО;Ирбитский химико-фармацевтический завод ОАО;ЛСР-009047/08;
67532;Парацетамол;Парацетамол;100007955;500 мг;10000;10 шт., упаковка контурная ячейковая  (1000), ящик картонный;таблетка;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;4500.000000;;Ирбитский химико-фармацевтический завод ОАО;Ирбитский химико-фармацевтический завод ОАО;Ирбитский химико-фармацевтический завод ОАО;ЛСР-009047/08;
67533;Парацетамол;Парацетамол;100007956;500 мг;6000;10 шт., упаковка контурная безъячейковая (600), ящик картонный;таблетка;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;2423.640000;;Ирбитский химико-фармацевтический завод ОАО;Ирбитский химико-фармацевтический завод ОАО;Ирбитский химико-фармацевтический завод ОАО;ЛСР-009047/08;
67535;Рубида;Идарубицин;100007958;1 мг/мл;1;5 мл, флакон темного стекла;раствор для внутривенного введения;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,61E+12;3402.590000;;Лэнс-Фарм ООО;Лэнс-Фарм ООО;Лэнс-Фарм ООО;ЛСР-004966/07;
67537;Парацетамол;Парацетамол;100007960;200 мг;12000;10 шт., упаковка контурная ячейковая  (1200), ящик картонный;таблетка;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;3120.000000;;Ирбитский химико-фармацевтический завод ОАО;Ирбитский химико-фармацевтический завод ОАО;Ирбитский химико-фармацевтический завод ОАО;ЛСР-009047/08;
67538;Цефуроксим Каби;цефуроксим;100007961;750 мг;1;флакон , пачка картонная;порошок для приготовления раствора для внутривенного и внутримышечного введения;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,61E+12;105.930000;;Фрезениус Каби Дойчланд ГмбХ;Лабесфал Лабораториос Алмиро СА;Лабесфал Лабораториос Алмиро СА;ЛП-000038;
67539;Веро-Эпирубицин;Эпирубицин;100007962;10 мг;1;флакон , пачка картонная;лиофилизат для приготовления раствора для внутрисосудистого и внутрипузырного введения;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,61E+12;438.510000;;Лэнс-Фарм ООО;Лэнс-Фарм ООО;Лэнс-Фарм ООО;Р N002208/01;
